model,n_rows,n_products,WMAPE,eps_MAPE,NZ_MAPE,MAE,zero_rate,WMAPE_pct,eps_MAPE_pct,NZ_MAPE_pct
Prophet_C2,1570,10,0.6384863119261531,10.3573315621765,1.6187516452057287,506.80924235493296,0.03375796178343949,63.848631192615315,1035.73315621765,161.87516452057287
LGBM_C1b,24492,156,0.8242701050740993,1.4113772677028336,0.9186911058170472,15.21135116986974,0.6532745386248571,82.42701050740993,141.13772677028336,91.86911058170472
LGBM_C1a,49769,317,0.8511043293899724,1.1146112252671236,0.9564167849140479,11.351459360739295,0.7223773835118247,85.11043293899723,111.46112252671236,95.64167849140479
LGBM_C0,80855,515,0.8589904146270176,2.1750751624019258,0.9493783557148204,20.051436886677834,0.4915960670335786,85.89904146270176,217.5075162401926,94.93783557148204
Prophet_C1a,49769,317,1.2051993990987067,5.0710615350426576,1.8514990160075322,16.0741421797984,0.7223773835118247,120.51993990987067,507.10615350426576,185.14990160075322
